Episode,Total Reward,Epsilon
205,-4.25,0.5250182711383566
206,-4.25,0.5244932528672183
207,-4.25,0.5239687596143511
208,-4.25,0.5234447908547367
209,-4.6499999999999995,0.522398424717818
210,-4.25,0.5218760262931003
211,-4.25,0.5213541502668072
212,-4.6499999999999995,0.5203119633204238
213,-4.25,0.5197916513571034
214,-4.25,0.5192718597057463
215,-4.25,0.5187525878460405
216,-4.25,0.5182338352581944
217,-4.25,0.5177156014229363
218,-2.5999999999999996,0.5156478432405085
219,-4.25,0.515132195397268
220,-2.5999999999999996,0.5130747553488376
221,-4.25,0.5125616805934888
222,-4.25,0.5120491189128954
223,-4.6499999999999995,0.5110255327241885
224,-4.25,0.5105145071914643
225,-4.25,0.5100039926842729
226,-4.6499999999999995,0.508984494702897
227,-4.25,0.508475510208194
228,-4.25,0.5079670346979859
229,-4.25,0.5074590676632879
230,-4.6499999999999995,0.506444656987029
231,-4.25,0.505938212330042
232,-4.25,0.505432274117712
233,-4.25,0.5049268418435943
234,-4.25,0.5044219150017507
235,1.1500000000000004,0.5014029397595902
236,-4.25,0.5009015368198305
237,-4.6499999999999995,0.4999002346477277
238,-4.25,0.49940033441307996
239,-4.25,0.49890093407866687
240,-4.25,0.4984020331445882
241,-4.25,0.4979036311114436
242,-4.25,0.4974057274803321
243,-4.6499999999999995,0.4964114134310989
244,-4.25,0.4959150020176678
245,-4.25,0.49541908701565013
246,-4.25,0.49492366792863446
247,-4.25,0.4944287442607058
248,-4.25,0.4939343155164451
249,-4.25,0.4934403812009287
250,-4.25,0.4929469408197278
251,-2.5999999999999996,0.4909781087667989
252,-4.25,0.4904871306580321
253,-4.25,0.4899966435273741
254,-4.25,0.4895066468838467
255,-4.25,0.48901714023696286
256,-4.25,0.4885281230967259
257,-4.6499999999999995,0.4875515553786555
258,-4.25,0.48706400382327686
259,-4.25,0.4865769398194536
260,-4.25,0.48609036287963414
261,-4.6499999999999995,0.48511866824423777
262,-4.25,0.4846335495759935
263,-4.25,0.4841489160264175
264,-4.25,0.4836647671103911
265,-4.6499999999999995,0.4826979212409374
266,-4.25,0.48221522331969646
267,-4.25,0.48173300809637676
268,-4.25,0.48125127508828036
269,-4.25,0.48077002381319206
270,-4.25,0.48028925378937887
271,-4.6499999999999995,0.4793291555710539
272,-4.25,0.47884982641548285
273,-4.6499999999999995,0.47789260561247826
274,-4.25,0.4774147130068658
275,-4.25,0.4769372982938589
276,-4.25,0.47646036099556505
277,-4.25,0.47598390063456947
278,-4.25,0.4755079167339349
279,3.5000000000000018,0.47171714102654755
280,-4.6499999999999995,0.47077417846163544
281,-4.6499999999999995,0.46983310087889063
282,-4.25,0.46936326777801174
283,-4.25,0.4688939045102337
284,-4.25,0.4684250106057235
285,-0.5499999999999989,0.4656214775557716
286,-2.5999999999999996,0.4637617835123936
287,-4.25,0.46329802172888124
288,-4.25,0.46283472370715234
289,-4.25,0.46237188898344517
290,-4.25,0.4619095170944617
291,-4.25,0.46144760757736725
292,-4.25,0.46098615996978987
293,-4.25,0.46052517380982005
294,-4.6499999999999995,0.4596045839873742
295,-4.25,0.45914497940338683
296,-4.25,0.4586858344239834
297,-4.25,0.45822714858955943
298,-4.25,0.45776892144096987
299,-4.25,0.4573111525195289
300,-4.25,0.4568538413670094
301,-4.25,0.4563969875256424
302,-0.5499999999999989,0.4536654424342049
303,-4.25,0.45321177699177073
304,-4.25,0.452758565214779
305,-4.25,0.4523058066495642
306,-4.6499999999999995,0.4514016473420717
307,-4.6499999999999995,0.4504992954490349
308,-4.25,0.45004879615358584
309,-4.25,0.44959874735743227
310,-4.25,0.4491491486100748
311,-4.25,0.44869999946146477
312,-4.6499999999999995,0.4478030481625413
313,-4.6499999999999995,0.4469078898692644
314,-4.6499999999999995,0.44601452099741573
315,-4.25,0.4455685064764183
316,-4.25,0.4451229379699419
317,-4.6499999999999995,0.44423313721693997
318,-4.6499999999999995,0.44334511517564335
319,-4.25,0.4429017700604677
320,-4.25,0.44245886829040726
321,-4.25,0.44201640942211684
322,-4.25,0.44157439301269474
323,-4.25,0.44113281861968207
324,-4.25,0.4406916858010624
325,-2.5999999999999996,0.4389315614456469
326,-4.25,0.43849262988420123
327,-4.25,0.438054137254317
328,-4.25,0.4376160831170627
329,-4.25,0.43717846703394564
330,-4.25,0.4367412885669117
331,-4.25,0.4363045472783448
332,-4.6499999999999995,0.4354323744883354
333,-4.25,0.43499694211384704
334,-4.25,0.4345619451717332
335,-4.6499999999999995,0.4336932558433349
336,-4.6499999999999995,0.43282630302490405
337,-4.6499999999999995,0.4319610832451573
338,-4.25,0.43152912216191214
339,-4.25,0.4310975930397502
340,-4.25,0.43066649544671043
341,-4.25,0.4302358289512637
342,-4.25,0.4298055931223125
343,-4.6499999999999995,0.4289464117416609
344,-2.5999999999999996,0.427233198057808
345,-4.25,0.4268059648597502
346,-4.25,0.4263791588948904
347,-4.25,0.42595277973599555
348,-4.6499999999999995,0.4251013001293033
349,-4.25,0.424676198829174
350,-4.25,0.4242515226303448
351,-4.25,0.42382727110771445
352,-4.25,0.4234034438366067
353,-2.5999999999999996,0.4217123687887329
354,-4.25,0.4212906564199442
355,-4.25,0.42086936576352424
356,-4.25,0.4204484963977607
357,-4.6499999999999995,0.4196080198534616
358,-4.25,0.4191884118336081
359,-4.25,0.41876922342177453
360,-4.25,0.41835045419835276
361,-4.25,0.4179321037441544
362,-4.25,0.41751417164041027
363,-4.6499999999999995,0.4166795608113011
364,-4.25,0.41626288125048977
365,-4.25,0.41584661836923925
366,-4.25,0.41543077175087
367,-4.25,0.41501534097911913
368,-4.25,0.41460032563814003
369,-4.25,0.4141857253125019
370,-4.25,0.41377153958718943
371,-4.25,0.4133577680476022
372,-4.6499999999999995,0.412531465869275
373,-4.25,0.41211893440340575
374,-4.6499999999999995,0.41129510865353336
375,-4.25,0.41088381354487985
376,-4.6499999999999995,0.41006245680160364
377,-4.25,0.40965239434480205
378,-4.6499999999999995,0.40883349920850676
379,-4.25,0.40842466570929825
380,-4.25,0.40801624104358897
381,-4.25,0.4076082248025454
382,-4.25,0.4072006165777428
383,-4.25,0.4067934159611651
384,-4.25,0.4063866225452039
385,-4.25,0.4059802359226587
386,-4.25,0.40557425568673605
387,-4.25,0.40516868143104934
388,-4.25,0.4047635127496183
389,-4.25,0.4043587492368687
390,-4.25,0.4039543904876318
391,-4.25,0.4035504360971442
392,-4.25,0.40314688566104706
393,-4.25,0.402743738775386
394,-4.25,0.4023409950366106
395,-4.25,0.401938654041574
396,-4.25,0.4015367153875324
397,-4.6499999999999995,0.40073404349347275
398,-4.25,0.40033330944997925
399,-4.25,0.39993297614052925
400,-4.25,0.3995330431643887
401,-4.25,0.39913351012122433
402,-4.25,0.3987343766111031
403,-4.25,0.398335642234492
404,-4.6499999999999995,0.39753936928566525
405,-4.25,0.3971418299163796
406,-4.25,0.3967446880864632
407,-4.25,0.3963479433983767
408,-4.25,0.3959515954549783
409,-4.6499999999999995,0.39516008821566384
410,-4.25,0.3947649281274482
411,-4.25,0.3943701631993207
412,1.1500000000000004,0.39200984989108273
413,-4.25,0.39161784004119166
414,-4.25,0.39122622220115044
415,-4.6499999999999995,0.3904441609829703
416,-4.25,0.3900537168219873
417,-4.25,0.3896636631051653
418,-4.25,0.38927399944206015
419,-4.25,0.3888847254426181
420,-4.25,0.38849584071717547
421,-4.25,0.3881073448764583
422,-4.25,0.3877192375315819
423,-4.25,0.3873315182940503
424,-4.25,0.38694418677575626
425,-4.25,0.3865572425889805
426,-4.25,0.38617068534639154
427,-4.25,0.38578451466104513
428,-4.6499999999999995,0.3850133314162377
429,-4.25,0.3846283180848215
430,-4.25,0.3842436897667367
431,-4.25,0.3838594460769699
432,-4.25,0.38347558663089293
433,-4.6499999999999995,0.3827090189332178
434,-4.25,0.38232630991428457
435,-4.25,0.38194398360437026
436,-4.25,0.3815620396207659
437,-4.25,0.38118047758114515
438,-4.6499999999999995,0.3804184978064605
439,-4.25,0.380038079308654
440,-4.25,0.3796580412293454
441,-4.25,0.379278383188116
442,-4.25,0.3788991048049279
443,-4.25,0.37852020570012296
444,-4.25,0.37814168549442284
445,-4.6499999999999995,0.3773857802651195
446,-4.25,0.37700839448485435
447,-4.25,0.3766313860903695
448,-4.25,0.37625475470427916
449,-4.6499999999999995,0.3755026214496253
450,-4.25,0.3751271188281757
451,-4.25,0.3747519917093475
452,-4.25,0.37437723971763814
453,-4.25,0.37400286247792053
454,-4.25,0.3736288596154426
455,-4.6499999999999995,0.37288197552507135
456,-4.25,0.37250909354954626
457,-4.25,0.37213658445599673
458,-4.25,0.3717644478715407
459,-4.25,0.3713926834236692
460,-4.6499999999999995,0.3706502694495053
461,-4.25,0.3702796191800558
462,-4.25,0.36990933956087574
463,-4.25,0.36953943022131486
464,-4.25,0.3691698907910935
465,-4.25,0.3688007209003024
466,-4.25,0.36843192017940213
467,-4.25,0.36806348825922275
468,-4.25,0.3676954247709635
469,-0.5499999999999989,0.3654947603053141
470,-4.25,0.36512926554500874
471,-4.25,0.36476413627946375
472,-4.25,0.3643993721431843
473,-4.6499999999999995,0.3636709377982701
474,-4.25,0.3633072668604718
475,-4.25,0.36294395959361136
476,-4.25,0.36258101563401773
477,-4.25,0.3622184346183837
478,-4.25,0.36185621618376534
479,-4.25,0.36149435996758156
480,-4.25,0.361132865607614
481,-4.25,0.36077173274200636
482,-4.25,0.36041096100926434
483,-4.25,0.3600505500482551
484,-4.25,0.35969049949820686
485,-4.6499999999999995,0.35897147818971
486,-4.25,0.3586125067115203
487,-4.6499999999999995,0.35789564031060395
488,-4.6499999999999995,0.3571802069256231
489,-4.25,0.3568230267186975
490,-4.25,0.3564662036919788
491,-4.25,0.35610973748828684
492,-4.25,0.35575362775079855
493,-4.25,0.35539787412304774
494,-4.25,0.3550424762489247
495,-4.25,0.3546874337726758
496,-4.25,0.35433274633890316
497,-4.25,0.35397841359256427
498,-4.6499999999999995,0.35327081074379274
499,-4.25,0.352917539933049
500,-4.25,0.3525646223931159
501,-4.25,0.3522120577707228
502,-4.25,0.3518598457129521
503,-4.25,0.35150798586723914
504,-4.25,0.3511564778813719
505,-4.25,0.3508053214034905
506,-4.25,0.35045451608208705
507,-4.6499999999999995,0.349753957504439
508,-4.25,0.3494042035469346
509,-4.25,0.3490547993433876
510,-4.25,0.34870574454404424
511,-2.5999999999999996,0.34731301240586104
512,-4.25,0.3469656993934552
513,-4.6499999999999995,0.34627211496036764
514,1.1500000000000004,0.3441996694320795
515,-4.25,0.34385546976264747
516,-4.25,0.34351161429288485
517,-4.25,0.34316810267859194
518,-4.25,0.34282493457591334
519,-4.25,0.3424821096413374
520,-4.25,0.3421396275316961
521,-4.25,0.34179748790416437
522,-4.25,0.3414556904162602
523,-4.6499999999999995,0.34077312049111813
524,-4.25,0.340432347370627
525,-4.25,0.34009191502325636
526,-4.6499999999999995,0.33941207128512485
527,-4.6499999999999995,0.3387335865546259
528,-4.25,0.33839485296807126
529,-4.25,0.3380564581151032
530,-4.25,0.33771840165698813
531,-4.25,0.33738068325533116
532,-4.25,0.3370433025720758
533,-4.25,0.33670625926950376
534,-4.25,0.33636955301023425
535,-4.25,0.336033183457224
536,-4.25,0.3356971502737668
537,-4.25,0.335361453123493
538,-4.25,0.3350260916703695
539,-4.25,0.33469106557869915
540,-4.25,0.33435637451312045
541,-4.25,0.3340220181386073
542,-4.25,0.33368799612046873
543,-4.25,0.33335430812434824
544,-4.25,0.3330209538162239
545,-4.25,0.33268793286240766
546,-4.25,0.33235524492954527
547,-4.25,0.33202288968461574
548,-4.6499999999999995,0.33135917592813624
549,-4.6499999999999995,0.3306967889354559
550,-4.25,0.33036609214652046
551,-4.25,0.3300357260543739
552,-4.25,0.32970569032831953
553,-4.25,0.3293759846379912
554,-4.25,0.3290466086533532
555,-4.25,0.3287175620446999
556,-4.25,0.32838884448265515
557,-4.25,0.3280604556381725
558,-4.6499999999999995,0.3274046627873518
559,-4.25,0.32707725812456445
560,-4.25,0.32675018086643987
561,-4.25,0.32642343068557345
562,-2.5999999999999996,0.3251196941980479
563,-4.25,0.32479457450384985
564,-4.25,0.324469779929346
565,-4.25,0.32414531014941667
566,-4.25,0.32382116483926726
567,-4.25,0.323497343674428
568,-4.25,0.3231738463307536
569,-4.25,0.32285067248442284
570,-4.25,0.3225278218119384
571,-4.25,0.3222052939901265
572,-4.25,0.32188308869613635
573,-4.25,0.3215612056074402
574,-4.25,0.3212396444018328
575,-4.25,0.32091840475743094
576,-4.6499999999999995,0.32027688886632083
577,-4.25,0.3199566119774545
578,-4.25,0.31963665536547703
579,-4.25,0.31931701871011153
580,-4.25,0.3189977016914014
581,-4.6499999999999995,0.31836002528572027
582,-4.25,0.31804166526043454
583,-4.25,0.3177236235951741
584,-4.25,0.3174058999715789
585,-4.25,0.31708849407160733
586,-4.6499999999999995,0.31645463417195824
587,-4.25,0.3161381795377863
588,-4.6499999999999995,0.3155062193168902
589,-4.25,0.31519071309757335
590,-4.25,0.3148755223844758
591,-4.6499999999999995,0.31424608621522926
592,-4.6499999999999995,0.31361790828888503
593,-4.6499999999999995,0.31299098609021553
594,-4.6499999999999995,0.31236531710902116
595,-4.25,0.3120529517919121
596,-4.6499999999999995,0.31142915794128007
597,-4.25,0.31111772878333877
598,-4.25,0.3108066110545554
599,-4.25,0.3104958044435009
600,-4.25,0.3101853086390574
601,-4.25,0.30987512333041833
602,-4.25,0.3095652482070879
603,-4.25,0.30925568295888084
604,-4.25,0.308946427275922
605,-4.6499999999999995,0.3083288433677974
606,-4.25,0.30802051452442963
607,-4.25,0.3077124940099052
608,-4.25,0.3074047815158953
609,-4.25,0.30709737673437937
610,-4.25,0.30679027935764497
611,-4.25,0.3064834890782873
612,-4.25,0.306177005589209
613,-4.25,0.3058708285836198
614,-4.25,0.30556495775503617
615,-4.25,0.30525939279728115
616,-4.25,0.30495413340448385
617,-4.25,0.3046491792710794
618,-4.25,0.3043445300918083
619,-4.25,0.30404018556171647
620,-4.25,0.30373614537615473
621,-4.25,0.3034324092307786
622,-4.25,0.3031289768215478
623,-4.25,0.30282584784472627
624,-4.25,0.3025230219968815
625,-2.5999999999999996,0.3013147438372364
626,-4.25,0.3010134290933992
627,-4.25,0.3007124156643058
628,-4.25,0.30041170324864147
629,-4.25,0.30011129154539284
630,-4.25,0.29981118025384745
631,-4.25,0.2995113690735936
632,-4.25,0.29921185770452
633,-4.25,0.2989126458468155
634,-4.25,0.2986137332009687
635,-4.25,0.29831511946776773
636,-4.25,0.29801680434829997
637,-4.25,0.29771878754395165
638,-4.25,0.29742106875640767
639,-4.6499999999999995,0.2968265240399636
640,-4.25,0.2965296975159237
641,-4.25,0.29623316781840775
642,-4.25,0.29593693465058934
643,-4.25,0.29564099771593877
644,-4.25,0.2953453567182228
645,-4.25,0.2950500113615046
646,-4.25,0.2947549613501431
647,-4.25,0.294460206388793
648,-4.25,0.2941657461824042
649,-4.25,0.2938715804362218
650,-4.25,0.2935777088557856
651,-4.25,0.2932841311469298
652,-4.25,0.2929908470157829
653,-4.25,0.2926978561687671
654,-4.25,0.29240515831259833
655,-4.25,0.29211275315428575
656,-4.25,0.2918206404011315
657,-4.25,0.29152881976073036
658,-4.25,0.2912372909409696
659,-4.25,0.2909460536500286
660,-4.25,0.2906551075963786
661,-4.25,0.2903644524887822
662,-4.6499999999999995,0.28978401394825715
663,-4.25,0.2894942299343089
664,-4.25,0.2892047357043746
665,-4.6499999999999995,0.2886266154377016
666,-4.25,0.28833798882226386
667,-4.25,0.2880496508334416
668,-4.25,0.28776160118260813
669,-4.25,0.2874738395814255
670,-4.25,0.2871863657418441
671,-4.6499999999999995,0.2866122801967262
672,-4.25,0.28632566791652947
673,-4.25,0.28603934224861294
674,-4.25,0.2857533029063643
675,-4.25,0.28546754960345794
676,-4.25,0.2851820820538545
677,-4.25,0.2848968999718006
678,-4.25,0.2846120030718288
679,-4.25,0.284327391068757
680,-4.25,0.2840430636776882
681,-4.25,0.28375902061401054
682,-4.25,0.28347526159339653
683,-4.6499999999999995,0.28290859454547135
684,-4.25,0.28262568595092585
685,-4.25,0.2823430602649749
686,-4.25,0.28206071720470993
687,-4.25,0.2817786564875052
688,-4.6499999999999995,0.2812153809531867
689,7.600000000000001,0.2789735162078359
690,-4.25,0.2786945426916281
691,-4.6499999999999995,0.2781374323007875
692,-4.25,0.27785929486848676
693,-4.6499999999999995,0.27730385413804465
694,-4.25,0.2770265502839066
695,-4.25,0.2767495237336227
696,-4.25,0.2764727742098891
697,-4.6499999999999995,0.27592010513424353
698,-4.25,0.2756441850291093
699,-4.25,0.2753685408440802
700,-4.25,0.2750931723032361
701,-4.25,0.27481807913093287
702,-4.25,0.27454326105180193
703,-4.25,0.2742687177907501
704,-4.25,0.2739944490729594
705,-4.6499999999999995,0.2734467341692626
706,-4.25,0.27317328743509334
707,-4.25,0.27290011414765825
708,-4.25,0.2726272140335106
709,-4.25,0.27235458681947705
710,-4.25,0.2720822322326576
711,-4.25,0.2718101500004249
712,-4.25,0.27153833985042447
713,-4.25,0.27126680151057403
714,-4.25,0.27099553470906346
715,-4.25,0.2707245391743544
716,-4.25,0.27045381463518003
717,-4.25,0.27018336082054484
718,-4.25,0.2699131774597243
719,-4.25,0.2696432642822646
720,-4.25,0.26937362101798235
721,-4.25,0.26910424739696437
722,-4.25,0.2688351431495674
723,-4.25,0.26856630800641784
724,-4.25,0.2682977416984114
725,-4.25,0.268029443956713
726,-4.25,0.2677614145127563
727,-4.25,0.2674936530982436
728,-4.25,0.26722615944514533
729,-4.25,0.2669589332857002
730,-4.6499999999999995,0.26642528237806207
731,-4.25,0.266158857095684
732,-4.25,0.2658926982385883
733,-4.25,0.26562680554034973
734,-4.6499999999999995,0.26509581755607453
735,-4.6499999999999995,0.26456589101677996
736,-4.25,0.2643013251257632
737,-4.25,0.2640370238006374
738,-4.25,0.2637729867768368
739,-4.25,0.26350921379006
740,-4.25,0.26324570457626995
741,-4.25,0.2629824588716937
742,-4.25,0.262719476412822
743,-4.25,0.2624567569364092
744,-4.6499999999999995,0.2619321058792933
745,-4.25,0.261670173773414
746,-4.25,0.2614085035996406
747,-4.25,0.26114709509604095
748,-4.25,0.2608859480009449
749,-4.25,0.26062506205294395
750,-4.25,0.260364436990891
751,-4.25,0.2601040725539001
752,-4.25,0.2598439684813462
753,-4.25,0.2595841245128649
754,-4.25,0.259324540388352
755,-4.25,0.25906521584796366
756,-4.25,0.2588061506321157
757,-4.25,0.2585473444814836
758,-4.25,0.2582887971370021
759,-4.25,0.2580305083398651
760,-4.25,0.2577724778315252
761,-4.25,0.25751470535369364
762,-4.25,0.25725719064833996
763,-4.25,0.2569999334576916
764,-4.25,0.25674293352423394
765,-4.6499999999999995,0.256229704400119
766,-4.25,0.25597347469571885
767,-4.25,0.25571750122102316
768,-4.25,0.25546178371980216
769,-4.6499999999999995,0.25495111561414624
770,-4.25,0.2546961644985321
771,-4.25,0.2544414683340336
772,-4.25,0.25418702686569955
773,-4.25,0.25393283983883386
774,-4.25,0.25367890699899504
775,-2.5999999999999996,0.2526657124299791
776,-4.25,0.2524130467175491
777,-2.5999999999999996,0.25140490799955945
778,-4.25,0.25115350309155987
779,-4.25,0.2509023495884683
780,-4.25,0.25065144723887983
781,-2.5999999999999996,0.24965034435625258
782,-4.25,0.24940069401189632
783,-4.25,0.24915129331788444
784,-4.25,0.24890214202456656
785,-4.25,0.248653239882542
786,-4.6499999999999995,0.2481561820560168
787,-4.6499999999999995,0.24766011784808684
788,-0.5499999999999989,0.2461778670932771
789,-4.25,0.24593168922618383
790,-4.25,0.24568575753695765
791,-4.25,0.2454400717794207
792,-4.25,0.24519463170764128
793,-4.25,0.24494943707593364
794,-4.25,0.24470448763885772
795,-4.25,0.24445978315121886
796,-4.25,0.24421532336806764
797,-4.25,0.24397110804469957
798,-4.25,0.24372713693665488
799,-4.25,0.24348340979971822
800,-4.25,0.2432399263899185
801,-4.25,0.2429966864635286
802,-4.25,0.24275368977706507
803,-4.25,0.24251093608728802
804,-4.25,0.24226842515120073
805,-4.25,0.24202615672604952
806,-4.25,0.24178413056932346
807,-4.6499999999999995,0.24130080409231539
808,-4.25,0.24105950328822306
809,-4.25,0.24081844378493483
810,-4.25,0.2405776253411499
811,-4.25,0.24033704771580874
812,-4.25,0.24009671066809293
813,-4.6499999999999995,0.2396167573434674
814,-4.25,0.23937714058612394
815,-4.25,0.23913776344553783
816,-4.25,0.2388986256820923
817,-4.25,0.2386597270564102
818,-4.25,0.23842106732935378
819,-4.25,0.23818264626202443
820,-4.25,0.2379444636157624
821,-4.25,0.23770651915214663
822,-4.25,0.2374688126329945
823,-4.6499999999999995,0.23699411247654112
824,-4.25,0.23675711836406457
825,-4.25,0.2365203612457005
