Episode,Total Reward,Epsilon
826,-4.25,0.2362838408844548
827,-4.25,0.23604755704357036
828,-4.25,0.2358115094865268
829,-4.25,0.23557569797704025
830,-4.6499999999999995,0.23510478215678413
831,-4.25,0.23486967737462733
832,-4.25,0.2346348076972527
833,-4.25,0.23440017288955545
834,-4.25,0.2341657727166659
835,-4.25,0.2339316069439492
836,-4.25,0.23369767533700525
837,-4.25,0.23346397766166824
838,-4.25,0.23323051368400657
839,-4.6499999999999995,0.23276428588715223
840,-2.5999999999999996,0.23183462439849456
841,-4.25,0.23160278977409607
842,-4.25,0.23137118698432196
843,-4.25,0.23113981579733764
844,-4.25,0.2309086759815403
845,-4.25,0.23067776730555875
846,-4.25,0.23044708953825319
847,-4.25,0.23021664244871493
848,-4.25,0.22998642580626621
849,-4.25,0.22975643938045995
850,-4.25,0.2295266829410795
851,-4.25,0.22929715625813843
852,-4.25,0.2290678591018803
853,-4.25,0.22883879124277842
854,-4.25,0.22860995245153565
855,-4.25,0.22838134249908412
856,-4.6499999999999995,0.22792480819542846
857,-4.25,0.22769688338723304
858,-4.6499999999999995,0.22724171731734197
859,-4.25,0.22701447560002463
860,-4.25,0.2267874611244246
861,-4.25,0.22656067366330018
862,-4.25,0.22633411298963688
863,-4.25,0.22610777887664724
864,-4.25,0.22588167109777058
865,-4.25,0.2256557894266728
866,-4.25,0.22543013363724612
867,-4.25,0.22520470350360888
868,-4.25,0.2249794988001053
869,-4.25,0.2247545193013052
870,-4.25,0.22452976478200387
871,-4.25,0.22430523501722185
872,-4.25,0.22408092978220462
873,-4.25,0.2238568488524224
874,-4.25,0.22363299200356998
875,-4.25,0.22340935901156642
876,-4.25,0.22318594965255484
877,-4.25,0.22296276370290227
878,-4.25,0.22273980093919937
879,-4.25,0.22251706113826017
880,-4.25,0.2222945440771219
881,-4.25,0.22207224953304477
882,-4.25,0.22185017728351172
883,-4.25,0.2216283271062282
884,-4.25,0.22140669877912197
885,-4.6499999999999995,0.2209641067882625
886,-4.25,0.22074314268147424
887,-4.25,0.22052239953879277
888,-4.25,0.22030187713925398
889,-4.25,0.22008157526211472
890,-4.25,0.2198614936868526
891,-4.25,0.21964163219316574
892,-4.6499999999999995,0.2192025685704116
893,-4.25,0.21898336600184118
894,-4.25,0.21876438263583933
895,-4.25,0.21854561825320348
896,-4.25,0.21832707263495027
897,-4.25,0.21810874556231533
898,-4.25,0.217890636816753
899,-4.25,0.21767274617993623
900,-4.6499999999999995,0.21723761836032254
901,-4.25,0.21702038074196223
902,-4.25,0.21680336036122028
903,-4.25,0.21658655700085905
904,-4.25,0.2163699704438582
905,-4.25,0.21615360047341434
906,-4.25,0.21593744687294092
907,-4.25,0.21572150942606796
908,-4.25,0.2155057879166419
909,-4.25,0.21529028212872525
910,-4.25,0.21507499184659654
911,-4.25,0.21485991685474995
912,-4.25,0.2146450569378952
913,-4.25,0.21443041188095732
914,-4.6499999999999995,0.21400176548760727
915,-4.25,0.21378776372211966
916,-4.25,0.21357397595839755
917,-4.25,0.21336040198243916
918,-4.25,0.21314704158045672
919,-4.25,0.21293389453887626
920,-4.25,0.21272096064433738
921,-4.25,0.21250823968369303
922,-4.25,0.21229573144400934
923,-4.25,0.21208343571256533
924,-2.5999999999999996,0.21123637362220768
925,-4.25,0.21102513724858546
926,-4.25,0.21081411211133688
927,-4.25,0.21060329799922556
928,-4.25,0.21039269470122635
929,-4.25,0.21018230200652513
930,-4.25,0.2099721197045186
931,-4.25,0.20976214758481407
932,-4.25,0.20955238543722926
933,-4.25,0.20934283305179202
934,-4.25,0.20913349021874023
935,-4.25,0.2089243567285215
936,-4.25,0.20871543237179296
937,-4.25,0.20850671693942116
938,-4.25,0.20829821022248174
939,-4.25,0.20808991201225926
940,-4.25,0.207881822100247
941,-4.25,0.20767394027814676
942,-4.25,0.2074662663378686
943,-4.25,0.20725880007153075
944,-4.25,0.20705154127145922
945,-4.25,0.20684448973018776
946,-4.25,0.20663764524045758
947,-4.25,0.20643100759521713
948,-4.6499999999999995,0.2060183520110343
949,-4.25,0.20581233365902327
950,-4.25,0.20560652132536425
951,-4.25,0.20540091480403888
952,-4.25,0.20519551388923485
953,-4.25,0.20499031837534562
954,-4.6499999999999995,0.2045805427289133
955,-4.6499999999999995,0.2041715862239982
956,-4.25,0.2039674146377742
957,-4.25,0.20376344722313644
958,-4.25,0.2035596837759133
959,-4.6499999999999995,0.20315276796804524
960,-4.6499999999999995,0.20274666558487714
961,-4.25,0.20254391891929227
962,-4.25,0.20234137500037297
963,-4.25,0.20213903362537258
964,-4.25,0.2019368945917472
965,-4.25,0.20173495769715546
966,-4.25,0.2015332227394583
967,-4.25,0.20133168951671884
968,-4.25,0.20113035782720212
969,-4.25,0.20092922746937492
970,-4.25,0.20072829824190555
971,-4.25,0.20052756994366364
972,-4.25,0.20032704237371998
973,-4.25,0.20012671533134627
974,-4.25,0.19992658861601492
975,-4.25,0.19972666202739892
976,-4.25,0.19952693536537153
977,-4.25,0.19932740843000615
978,-4.25,0.19912808102157614
979,-4.25,0.19892895294055457
980,-4.25,0.19873002398761402
981,-4.25,0.1985312939636264
982,-4.25,0.19833276266966277
983,-4.6499999999999995,0.1979362954770861
984,-4.25,0.197738359181609
985,-4.25,0.1975406208224274
986,-4.25,0.197343080201605
987,-4.25,0.19714573712140337
988,-4.25,0.19694859138428197
989,-4.25,0.1967516427928977
990,-4.25,0.1965548911501048
991,-4.25,0.19635833625895469
992,-4.25,0.19616197792269574
993,-4.25,0.19596581594477305
994,-4.25,0.19576985012882828
995,-4.25,0.19557408027869944
996,-4.25,0.19537850619842073
997,-4.25,0.19518312769222232
998,-4.25,0.19498794456453009
999,-4.25,0.19479295661996557
